326551.89901591773	4128134.805627903	0
326551.91375449486	4128134.806328938	0
326551.92849307205	4128134.807029973	0
326551.9432316492	4128134.8077310077	0
326551.9579702263	4128134.8084320426	0
326551.9727088035	4128134.8091330775	0
326551.9874473806	4128134.8098341124	0
326552.00218595774	4128134.8105351473	0
326552.01692453487	4128134.811236182	0
326552.03166311205	4128134.811937217	0
326552.0464016892	4128134.812638252	0
326552.0611402663	4128134.813339287	0
326552.0758788435	4128134.8140403214	0
326552.0906174206	4128134.8147413563	0
326552.10535599774	4128134.815442391	0
326552.12009457493	4128134.816143426	0
326552.13483315206	4128134.816844461	0
326552.1495717292	4128134.817545496	0
326552.1643103063	4128134.818246531	0
326552.1790488835	4128134.8189475657	0
326552.1937874606	4128134.8196486006	0
326552.20852603775	4128134.8203496356	0
326552.22326461494	4128134.8210506705	0
326552.23800319206	4128134.8217517054	0
326552.2527417692	4128134.8224527403	0
326552.2674803464	4128134.823153775	0
326552.2822189235	4128134.82385481	0
326552.2969575006	4128134.824555845	0
326552.31169607776	4128134.82525688	0
326552.32643465494	4128134.825957915	0
326552.34117323207	4128134.8266589497	0
326552.3559118092	4128134.8273599846	0
326552.3706503864	4128134.8280610195	0
326552.3853889635	4128134.8287620544	0
326552.40012754063	4128134.8294630894	0
326552.4148661178	4128134.830164124	0
326552.42960469495	4128134.8308651587	0
326552.4443432721	4128134.8315661936	0
326552.4590818492	4128134.8322672285	0
326552.4738204264	4128134.8329682634	0
326552.4885590035	4128134.8336692983	0
326552.50329758064	4128134.8343703332	0
326552.5180361578	4128134.835071368	0
326552.53277473495	4128134.835772403	0
326552.5475133121	4128134.836473438	0
326552.56225188926	4128134.837174473	0
326552.5769904664	4128134.837875508	0
326552.5917290435	4128134.8385765427	0
326552.60646762064	4128134.8392775776	0
326552.62120619783	4128134.8399786125	0
326552.63594477496	4128134.8406796474	0
326552.6506833521	4128134.8413806823	0
326552.66542192927	4128134.842081717	0
326552.6801605064	4128134.842782752	0
326552.6948990835	4128134.843483787	0
326552.7096376607	4128134.844184822	0
326552.72437623783	4128134.844885857	0
326552.73911481496	4128134.8455868913	0
326552.7538533921	4128134.846287926	0
326552.7685919693	4128134.846988961	0
326552.7833305464	4128134.847689996	0
326552.7980691235	4128134.848391031	0
326552.8128077007	4128134.849092066	0
326552.82754627784	4128134.8497931007	0
326552.84228485497	4128134.8504941356	0
326552.85702343215	4128134.8511951705	0
326552.8717620093	4128134.8518962055	0
326552.8865005864	4128134.8525972404	0
326552.9012391636	4128134.8532982753	0
326552.9159777407	4128134.85399931	0
326552.93071631785	4128134.854700345	0
326552.945454895	4128134.85540138	0
326552.96019347216	4128134.856102415	0
326552.9749320493	4128134.85680345	0
326552.9896706264	4128134.8575044847	0
326553.0044092036	4128134.8582055196	0
326553.0191477807	4128134.8589065545	0
326553.03388635785	4128134.8596075894	0
326553.04862493504	4128134.8603086243	0
326553.06336351216	4128134.8610096592	0
326553.0781020893	4128134.8617106937	0
326553.0928406664	4128134.8624117286	0
326553.1075792436	4128134.8631127635	0
326553.12231782073	4128134.8638137984	0
326553.13705639786	4128134.8645148333	0
