326533.8392162884	4128072.924930198	0
326533.8463916402	4128072.925231494	0
326533.8535669919	4128072.92553279	0
326533.8607423437	4128072.9258340853	0
326533.86791769543	4128072.926135381	0
326533.8750930472	4128072.926436677	0
326533.882268399	4128072.926737973	0
326533.8894437507	4128072.927039269	0
326533.8966191025	4128072.9273405643	0
326533.9037944543	4128072.92764186	0
326533.910969806	4128072.927943156	0
326533.9181451578	4128072.928244452	0
326533.92532050953	4128072.928545748	0
326533.9324958613	4128072.9288470433	0
326533.9396712131	4128072.929148339	0
326533.9468465648	4128072.929449635	0
326533.9540219166	4128072.929750931	0
326533.9611972684	4128072.9300522264	0
326533.9683726201	4128072.9303535223	0
326533.9755479719	4128072.930654818	0
326533.9827233236	4128072.930956114	0
326533.9898986754	4128072.93125741	0
326533.9970740272	4128072.9315587054	0
326534.0042493789	4128072.9318600013	0
326534.0114247307	4128072.932161297	0
326534.01860008243	4128072.932462593	0
326534.0257754342	4128072.932763889	0
326534.032950786	4128072.9330651844	0
326534.0401261377	4128072.9333664803	0
326534.0473014895	4128072.933667776	0
326534.0544768413	4128072.933969072	0
326534.061652193	4128072.934270368	0
326534.0688275448	4128072.9345716634	0
326534.07600289653	4128072.9348729593	0
326534.0831782483	4128072.935174255	0
326534.0903536001	4128072.935475551	0
326534.0975289518	4128072.935776847	0
326534.1047043036	4128072.9360781424	0
326534.1118796554	4128072.9363794383	0
326534.1190550071	4128072.936680734	0
326534.1262303589	4128072.93698203	0
326534.1334057106	4128072.9372833255	0
326534.1405810624	4128072.9375846214	0
326534.1477564142	4128072.9378859173	0
326534.1549317659	4128072.938187213	0
326534.1621071177	4128072.938488509	0
326534.1692824695	4128072.9387898045	0
326534.1764578212	4128072.9390911004	0
326534.183633173	4128072.9393923962	0
326534.1908085247	4128072.939693692	0
326534.1979838765	4128072.939994988	0
326534.2051592283	4128072.9402962835	0
326534.21233458	4128072.9405975793	0
326534.2195099318	4128072.9408988752	0
326534.22668528353	4128072.941200171	0
326534.2338606353	4128072.941501467	0
326534.2410359871	4128072.9418027624	0
326534.2482113388	4128072.9421040583	0
326534.2553866906	4128072.942405354	0
326534.2625620424	4128072.94270665	0
